patient_id,dataset,qc_pass,error_msg,shape,spacing,affine_match
BraTS2021_00631,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00636,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00638,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00639,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00640,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00641,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00642,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00645,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00646,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00649,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00650,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00651,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00652,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00654,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00655,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00656,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00657,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00658,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00659,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00661,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00663,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00667,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00668,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00674,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00675,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00676,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00677,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00679,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00680,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00682,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00683,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00684,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00685,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00686,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00687,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00688,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00689,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00690,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00691,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00692,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00693,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00694,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00697,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00698,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00703,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00704,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00705,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00706,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00707,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00708,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00709,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00714,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00715,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00716,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00718,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00723,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00724,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00725,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00727,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00728,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00729,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00730,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00731,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00732,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00733,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00734,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00735,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00736,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00737,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00739,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00740,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00742,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00744,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00746,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00747,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00750,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00751,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00753,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00756,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00757,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00758,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00759,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00760,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00764,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00765,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00767,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00768,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00772,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00773,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00774,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00775,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00777,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00778,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00780,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00781,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00782,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00784,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00787,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00788,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00789,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00791,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00792,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00793,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00795,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00796,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00797,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00799,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00800,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00801,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00802,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00803,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00804,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00805,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00806,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00807,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00808,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00809,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00810,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00811,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00814,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00816,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00818,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00819,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00820,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00823,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00824,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00828,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00830,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00831,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00834,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00836,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00837,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00838,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00839,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00840,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_00999,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01000,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01001,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01002,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01003,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01004,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01005,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01007,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01008,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01009,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01010,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01011,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01012,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01013,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01014,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01015,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01016,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01017,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01018,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01019,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01020,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01021,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01022,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01023,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01024,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01025,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01026,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01027,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01028,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01029,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01030,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01031,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01032,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01033,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01034,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01035,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01036,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01037,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01038,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01039,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01040,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01041,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01042,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01043,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01044,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01045,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01046,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01047,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01048,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01049,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01050,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01051,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01052,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01053,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01054,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01055,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01056,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01057,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01058,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01059,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01060,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01061,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01062,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01063,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01064,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01065,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01066,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01067,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01068,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01069,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01070,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01071,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01072,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01073,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01074,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01075,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01076,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01077,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01078,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01079,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01080,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01081,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01082,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01083,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01084,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01085,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01086,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01087,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01088,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
BraTS2021_01089,BraTS2021,1,,"(240, 240, 155)","(np.float32(1.0), np.float32(1.0), np.float32(1.0))",1
